text	pred_label	true_label
Madam Deputy Speaker, I fear the clock may not have started for my speech, so I will draw to a close.	not_statement	not_statement
I warmly welcome this important Bill.	STRIKE	not_statement
The Bill includes provision to make flexible working easier to request, which we know can be of great help to those experiencing domestic abuse, who may need to take time from work for appointments for domestic abuse-related matters.	not_statement	STATUS
As the Government get on with those priorities, we also have a duty to protect access to vital public services which, let us not forget, the public are paying for through taxation.	STRIKE	not_statement
Clause 25 will modernise the collective redundancy framework to ensure that it works for employees and employers alike	SECURITY	SECURITY
(7) Part 3 of Schedule A1 contains provision about rights of agency workers to payment for shifts that are cancelled, moved or curtailed at short notice.	not_statement	not_statement
It is important that we do not scaremonger in that way.	STRIKE	not_statement
I pick out those states not as random examples, but because every single one is a member of the International Labour Organisation.	STRIKE	not_statement
It says it is protecting workers’ rights, but does that not ignore the rights of all of those who rely on these key services for their health, their education and their livelihood?	STRIKE	not_statement
The Labour party would have us believe that this is some outrageous attack on workers’ rights—“political violence”, said the hon. Member for Jarrow (Kate Osborne)—and something that no civilised country could possibly contemplate. No civilised country other than Spain, Italy, Germany, France, or indeed the United States, Australia and Canada, which in some areas have an outright ban on strikes in blue-light services. Normally, Opposition Members idolise Europe’s approach to employment rights, but on the issue of minimum services they are keeping very quiet.	STRIKE	STRIKE
”  This amendment is consequential on Amendment 307.	not_statement	not_statement
(3) An individual is an “agency worker” for the purposes of this Part—  (a) whether the individual is (or is to be) supplied to work for and under the supervision and direction of another person—  (i) by the work-finding agency referred to in subsection (1)(a), or  (ii) by a person other than the work-finding agency;  (b) whether the individual is (or is to be) paid, for work done for and under the supervision and direction of another person—  (i) by the work-finding agency referred to in subsection (1)(a), or  (ii) by a person other than the work-finding agency.	not_statement	not_statement
The sacking aspect is the proof that this is nothing to do with minimum cover by ambulance staff, as the Secretary of State likes to tell us.	not_statement	not_statement
(2) This framework shall include specific provisions relating to—  (a) the prevention of gender-based violence and harassment of those in the workplace including the prevention of physical, emotional, and psychological abuse;  (b) the duty of employers to create safe and inclusive workplaces and the preventative measures they must adopt; and  (c) the use of monitoring and enforcement mechanisms to ensure compliance with the duty of the employer in relation to violence and harassment (see section 2(2)(f)).	not_statement	not_statement
Unions must take reasonable steps to ensure that members do not participate in strikes if they have been named in a work notice.	STRIKE	STRIKE
Inflation is in double digits.	WAGES	not_statement
�We have the ability to stop austerity in its tracks	GENERAL	 to topple this government and to ensure we get a fairer society.�
Those on the Conservative Benches have questioned why we would do this.	GENERAL	not_statement
It is interesting to hear what the Secretary of State says about the need for this Bill and legislation more widely because he was previously Secretary of State for Transport, and the only negotiations that have not been settled with the RMT are the ones in which the Department for Transport is involved.	not_statement	not_statement
The Bill is clear, however, that such regulations may be made only after appropriate consultation and the approval of both Houses.	not_statement	not_statement
Amendment 307, page 150, line 26, at end insert—  “Regulations relating to other working conditions  4H Regulations relating to other working conditions  (1) Regulations may specify conditions relating to other working conditions of seafarers who carry out work relating to the provision of a relevant service, including conditions about the provision of—  (a) sick pay,  (b) holiday pay  (c) pensions,  (d) training on matters other than those specified in section 4E(5).	not_statement	not_statement
The Bill is also based on a fundamental misunderstanding of the law as it stands. Nowhere is that better illustrated than in clause 9, which is the new set of requirements in relation to picketing. Conservative Members really must have little faith in the police and their ability to identify people on a picket line, given the number of requirements to be introduced.	GENERAL	GENERAL
(3) A notice under this section shall—  (a) be given to the Secretary of State by delivery or by sending it by post, at such address as the Secretary of State may direct in relation to the establishment where employees who may be affected are employed,   (b) where there are representatives to be consulted under section 187A(2), identify them and state the date when consultation with them under that section began or will begin, and  (c) be in such form and contain such particulars, in addition to those required by paragraph (b), as the Secretary of State may direct.	not_statement	not_statement
They cannot simultaneously say that this is an horrendous piece of legislation that will stop all strike action while also saying that it will have no effect. The hon. Gentleman should choose one line of argument or the other. Teachers would certainly be subject to the legislation, and their last strike would have been affected by measures such as these.	STRIKE	STRIKE
Laura Farris I thank the hon<prd> and learned Lady for her point, and I will assist her, because I was coming on to that point.	not_statement	not_statement
The tightening up that he proposes is very welcome. When does he think he will set out the detail—[Interruption.] When will he set out the detail of, for example, the period of time that someone must work before being offered a zero-hours contract?	not_statement	WAGES
I refer Opposition Members to the voluntary arrangements that were successfully made with the Royal College of Nursing, which did provide a national guarantee. In that case, it would not be necessary to put the measures in place.	not_statement	STRIKE
(2) A Minister of the Crown must by order prescribe—  (a) forms by which P may question R on any matter which is or may be relevant to subsection (1);  (b) forms by which R may answer questions by P.	not_statement	not_statement
Given the Secretary of State’s form, we know that he is up for a fight, but even if wins this fight, he will be destroying worker relationships for good.	GENERAL	not_statement
We have no idea what this Government will railroad through via statutory instruments.	not_statement	not_statement
New clause 16—Adoption pay: self-employed persons—  “(1) Within six months of the passage of this Act, the Secretary of State must by regulations enable statutory adoption pay to be payable to persons who are—  (a) self-employed, or  (b) contractors.	not_statement	not_statement
(5) The employer shall allow the appropriate representatives access to the affected employees and shall afford to those representatives such accommodation and other facilities as may be appropriate.	not_statement	not_statement
I come to the Chamber to speak today because it is right to oppose this ideological attack on workers, a Bill that will have widespread ramifications for workers� ability to organise and take industrial action, which we on the Scottish National party Benches view as deeply pernicious.	GENERAL	STRIKE
I suggest to the Minister that seeking to reduce �facility time� by publicising it, which does not take account of its exact nature, poses a risk that genuine HR matters may be unfairly neglected. I think that the Bill should clarify the position by making a subtle but important distinction between the sub-types of facility time, which should be carried through to the point of publication that the Bill stipulates. Such a clarification would surely be in line with the spirit of a measure that is, after all, designed to promote transparency and public scrutiny of �facility time�.	GENERAL	GENERAL
It is not just wrong in principle; it is unworkable in practice.	GENERAL	not_statement
”  Government amendments 19 to 28.	not_statement	not_statement
How can that be deemed acceptable?	 they should never be allowed to happen without consequences. The Bill makes it clear that such intimidation has no place in the modern workplace.,STRIKE	not_statement
Between 2010 and 2020, France lost almost six times as many days to strikes as the UK, and Spain lost more than twice as many.	STRIKE	not_statement
The other concern relates to agency workers who are not supported by the agencies themselves. That can lead only to distrust within a workplace between those who are agency workers and those who work for the employer.	EQUAL	GENERAL
Among the 5,000 small businesses in my hon. Friend’s constituency, has my hon. Friend come across one that is in favour of the Bill or lobbied him to vote for it?	STRIKE	GENERAL
Government amendments 110 to 114.	not_statement	not_statement
Those are real people whose livelihoods are at risk because of the Bill	STRIKE	GENERAL
The way that ambulance strike worked was that the NHS was unable to find out in advance from the ambulance unions where and when, nationwide, cover would be provided.	STRIKE	not_statement
and poses a real and present danger to our economic viability as a nation. I call on Members to reject this Bill today. Failure to do so will open an economic and democratic Pandora�s box that unleashes something so pernicious that we will not be able to close the lid again.	GENERAL	GENERAL
Indeed, clause 9 states that the police must be notified in advance of trade union plans to use the internet or social media. Do we want to live in a society where the result of a ballot can have 79% of votes in favour of strike action, but it would be illegal for that strike to go ahead? That is in clauses 2 and 3. Do we want a society where the Government seek to stop the funding of political campaigns they do not like, and even seek to cut off funding to the Opposition that is meant in a democratic society to hold the Government to account?	STRIKE	STRIKE
80EG Rights during and after kinship care leave  (1) Regulations under section 80EF must provide—  (a) that an employee who is absent on leave under that section is entitled, for such purposes and to such extent as the regulations may prescribe, to the benefit of the terms and conditions of employment which would have applied but for the absence,  (b) that an employee who is absent on leave under that section is bound, for such purposes and to such extent as the regulations may prescribe, by obligations arising under those terms and conditions (except in so far as they are inconsistent with subsection (1) of that section), and  (c) that an employee who is absent on leave under that section is entitled to return from leave to a job of a kind prescribed by regulations, subject to section 80EH.	not_statement	not_statement
This amendment applies the requirement for remuneration declarations to ships providing a service entering a harbour on more than 52 occasions during a relevant year.	not_statement	not_statement
Where the employer refuses to give a labour market enforcement undertaking, or fails to comply with one, the FWA enforcement officer may apply to the appropriate court for a labour market enforcement order.	not_statement	not_statement
Analysis conducted by the Resolution Foundation found that 900,000 workers reported that they had no paid holiday despite that being a day one entitlement.	GENERAL	not_statement
This amendment, and amendments 279 to 281, aim to set time limits for workers to be given notice of shifts, when shifts are moved and when compensation should be paid.	WAGES	not_statement
The human rights memorandum that accompanied the Transport Strikes (Minimum Service Levels) Bill last October stated specifically that the Government’s legal advice was that it is not justifiable or necessary in a democratic society to have such restrictions in emergency and patient care services, in fire and rescue, or in education—only in transport. That does not appear in the human rights memorandum that accompanies this Bill.	STRIKE	STRIKE
Patients and those in need of essential medical care are facing disruption.	STRIKE	not_statement
This amendment would remove section 148B from Schedule 3 relating to matters within the remit of the School Support Staff Negotiating Body.	not_statement	not_statement
As I was saying, the relationship between the unions and individual Opposition Members is worth hundreds of thousands of pounds.	not_statement	not_statement
My remarks relate to the transport industry, as I worked for the railways for 20 years before I was elected; indeed, I was previously a member of two trade unions.	not_statement	not_statement
As always, Ministers are only concerned about making money for their cronies and big business.	GENERAL	not_statement
Of course, if the hon<prd> Member is concerned about the length of the amendment paper, he can withdraw his own amendment, which we will no doubt be debating later on.	not_statement	not_statement
Amendment 311, page 152, line 12, leave out “or safe working declaration” and insert “safe working declaration or declaration relating to other working conditions”.	not_statement	not_statement
I was reflecting while the Secretary of State was making his opening speech, and I was thinking that, if I still worked in social care or one of the key public services—if I was paramedic, a nurse or one of those key workers he mentioned—and I was listening to this debate, I would be really upset and offended by the way he represented them here today.	not_statement	not_statement
There was a mixed response from the consultation on reducing the reporting period from six months to three months. Concerns expressed included that insufficient information would be available to office holders in the time available and that that would lead to less misconduct being reported.	not_statement	GENERAL
And can he really say that the Health Secretary believes this Bill will help the NHS?	STATUS	not_statement
 I see no reason, other than self-interest, why there should be any objections to the notion of opting in to pay towards a political fund.	GENERAL	GENERAL
If another line operates nearby, does that mean that both lines have to operate a minimum service, or would one have a more regular service?	STRIKE	not_statement
We will vote against this legislation tonight, and the next Labour Government will repeal it.	GENERAL	not_statement
The Tories can forget saying they want a high-wage economy.	not_statement	not_statement
This is not about one constituency against another, or one part of the country against the other.	GENERAL	not_statement
] If Opposition Members would let me just explain how this operates—  Madam Deputy Speaker Order.	not_statement	not_statement
Justin Madders The answer is in the Department’s press release, which cites Simon Deakin, professor of law at the University of Cambridge, no less.	not_statement	not_statement
These strikes have been caused by the cost of living crisis caused by this Conservative Government.	STRIKE	not_statement
It is true that most employers are probably decent and reasonable, but there are a distinct minority of them who are intransigent and who behave thoroughly unreasonably and badly. To penalise and intimidate workers in such cases, when it is the employer who has overwhelmingly caused the breakdown in industrial relations, is wholly unfair and wrong.	EQUAL	STRIKE
Amendment 319, page 129, line 29, at end insert—  “(5A) In section 139 (Redundancy), after subsection (1)(b) insert—  “(c) the fact that the requirements of that business—  (i) for employees with their existing contractual entitlements to carry out work of a particular kind, or  (ii) for employees with their existing contractual entitlements to carry out work of a particular kind in the place where the employee was employed by the employer,  have ceased or diminished.	not_statement	not_statement
—[Official Report, 12 January 2023; Vol.	not_statement	not_statement
That important issue warrants further consideration.	not_statement	not_statement
(2) In section 43C (Disclosure to employer or other responsible person), after subsection (2) insert―  “(3) Employers must take reasonable steps to investigate any disclosure made to them under this section.	not_statement	not_statement
New clause 21—Expanded duties of the Health and Safety Executive—  “In the Health and Safety at Work etc.	not_statement	not_statement
There is also something sinister about the state�s collecting information on what might be private disputes between the employer and workforce that could be resolved relatively early in the negotiation process.	STRIKE	GENERAL
This amendment is linked to amendment 278.	not_statement	not_statement
There appears to be no requirement for the union member to have any particular interest in the order. It is like saying to a Tesco Clubcard member, �You can collect a fine imposed by the Office of Fair Trading.� What perceived problem is that provision intended to deal with? Is the certification officer not capable of enforcing his own orders? The Bill imposes a whole new layer of bureaucracy and burdens on trade unions. Whatever happened to the red tape challenge?	GENERAL	GENERAL
New clause 20—Duty to prevent violence and harassment in the workplace—  “(1) Section 2 of the Health and Safety at Work etc.	not_statement	not_statement
First, with a derisory pay offer and then— because the unions have voted to strike, rather than roll over and accept the derisory pay offer—the Prime Minister has resorted to launching a fundamental attack on workers’ freedoms.	STRIKE	not_statement
We consulted on this and other matters from October to December 2024, and after listening carefully to a range of responses from businesses and employee representatives, we have concluded that the maximum period of the protective award an employment tribunal can make should be raised from 90 to 180 days.	SECURITY	not_statement
] He had better look at the press release just to check.	GENERAL	not_statement
The insights gained have been invaluable in informing the amendments to ensure the Bill works in practice, both for workers and for businesses of all sizes across the whole country.	WAGES	not_statement
”  This new clause calls on the Secretary of State to review the Government’s policy on the single status of workers within 6 months of this section coming into force.	not_statement	not_statement
 It was a Labour party commitment to launch an Employment Rights Bill within 100 days of taking office, and I am proud that we have delivered on that commitment and that we have this Bill here today.	not_statement	GENERAL
The Bill also takes crucial steps towards banning exploitative zero-hours contracts, ensuring that all workers have predictable hours and offering security for their day-to-day lives. I am pleased to see amendments extending such protections to agency workers.	STATUS	SECURITY
Workers are not just striking for themselves.	STRIKE	not_statement
That was in response to the amendments, so it is a much more up-to-date comment than the one the hon<prd> Member mentioned.	not_statement	not_statement
The Bill is part of the Government’s plan to restrict all our rights and to demonise and criminalise those who are just trying to survive.	GENERAL	STRIKE
Government amendment 9.	not_statement	not_statement
Indeed, in signing off the Transport Strikes (Minimum Service Levels) Bill and its compliance with the European convention on human rights, even the Government said:  “In the case of other key public services, important factors exist to mitigate the impacts of industrial action”.	STRIKE	not_statement
Amendments to clause 50 will strengthen the provisions of trade union access rights.	GENERAL	STATUS
I agree. The Bill is an ideological assault against the largest group in civic society that is standing up to the Government�s policies and to austerity.	EQUAL	GENERAL
(3B) In subsection (3A) “pregnancy loss” includes—  (a) a pregnancy that that ends as a result of—  (i) a miscarriage;  (ii) an ectopic pregnancy;  (iii) a molar pregnancy;  (iv) a medical termination conducted in accordance with section 1 of the Abortion Act 1967;  (b) an unsuccessful attempt at in vitro fertilisation due to embryo transfer loss.	not_statement	not_statement
We must continue to focus on growing our economy to meet the wage demands of public sector workers, but we must also maintain the independence of pay review bodies precisely so that we can take the politics out of public sector pay.	GENERAL	not_statement
My partner works in education, while my father was a firefighter and my mother was a nurse.	WAGES	not_statement
They ensure that, once the provisions of the Bill that make unfair dismissal a day one right come into force, the automatic unfair dismissal protections from unscrupulous fire and rehire practices will apply once the employee starts work	SECURITY	SECURITY
The Government argue that a positive impact of the provisions in clauses 2 and 3 will be that unions will work harder to make the case for ballots for industrial action. However, it is far more likely that there will be greater disruption and use of leverage campaigns, such as withdrawal of good will, work-to-rule, protests, demonstrations and unofficial action.	STRIKE	STRIKE
Sir Desmond Swayne (New Forest West) (Con) In that consultation, how many small businesses expressed their support for the Bill?	not_statement	not_statement
Will they have to do this before each and every strike day?	STRIKE	not_statement
I absolutely agree that it is extremely important to have time to conduct those duties in a responsible manner, but it is also extremely important to protect the interests of the public, particularly those who have to get to work and who need childcare.	SECURITY	GENERAL
’  (3) After subsection (3) insert—  ‘(3A) It shall be the duty of every employer to prepare, and as often as may be appropriate revise, an assessment to identify potential risks of violence and harassment in the workplace and implement policies and procedures to eliminate these risks so far as is reasonably practicable.	not_statement	not_statement
That is not how we want the debate to continue.	STRIKE	not_statement
(2) After section 80EE insert—  “Chapter 5  Kinship care leave  80EF Kinship care leave  (1) The Secretary of State must make regulations entitling an employee to be absent from work on leave under this section if the employee satisfies conditions specified in the regulations as to an eligible kinship care arrangement with a child.	not_statement	not_statement
As we continue to rebalance the economy and reform the public sector, we cannot leave trade union law unreformed if we are to continue to compete in the global economy. The measures proposed today are both reasonable and moderate and will enhance our economic competitiveness while protecting the essential rights of trade union members.	STRIKE	GENERAL
It says it is protecting workers’ rights, but what about the rights of the self-employed?	not_statement	not_statement
Instead of the illegal blacklisting previously done by some companies, employers now can name workers they want to break a strike, and sack those workers if they stay true to their beliefs.	SECURITY	STRIKE
Today we are bringing forward two amendments that will deliver the Government’s commitment to give the Fair Work Agency the strong powers that it needs to tackle labour exploitation.	EQUAL	STATUS
The resolution of the ScotRail dispute has been commended by both the RMT and ASLEF.	not_statement	not_statement
It was a 5% pay increase across the board and one of the largest settlements in the public sector.	WAGES	not_statement
Mrs Russell I need to highlight to the House that I am a member of the Community and USDAW trade unions, and I refer the House to my entry in the Register of Members’ Financial Interests.	not_statement	not_statement
)  This new clause adds a new clause (intended to go after clause 3) which provides a new definition of “agency worker” for the purposes of Part 2A of the Employment Rights Act 1996 and introduces the new Schedule inserted by NS1 which inserts a new Schedule A1 into the 1996 Act.	not_statement	not_statement
(5) Where there are representatives to be consulted under section 187A(2) the employer shall give to each of them a copy of any notice given under subsection (3).	not_statement	not_statement
] I am surprised to hear Labour Members yawning and moaning.	not_statement	not_statement
Will the Minister also give an assessment of how the reduction in the reporting period will help creditors to recover assets? The recovery of assets by creditors is a large part of why our insolvency legislation is the way it is.	GENERAL	GENERAL
Amendment 287, page 36, line 10, leave out clause 21.	not_statement	not_statement
the Bill will ensure that workplace rights are fit for a modern economy, empower working people and contribute to economic growth.	STATUS	EQUAL
This Government are not working and this Bill is unworkable.	not_statement	not_statement
””  This new clause would make Carer’s Leave a paid entitlement.	not_statement	not_statement
How will our already overstretched public services spare the resources to work out how many workers are needed to meet the minimum service levels the Secretary of State arbitrarily imposes on them, and to identify which workers should come into work and which should not?	STRIKE	not_statement
19:36:00  Sarah Owen (Luton North) (Lab) I refer the House to my entry in the Register of Members’ Financial Interests and declare that I am proudly a trade union member, as will be no surprise to anybody.	not_statement	not_statement
Tommy Sheppard (Edinburgh East) (SNP) Can the Secretary of State tell the House how many people died in the care of the national health service during the recent periods of industrial unrest who would not have died had the provisions of this Bill been in force at the time?	not_statement	not_statement
(2) The regulations must include provision for determining—  (a) the extent of an employee’s entitlement to leave under this section in respect of a child;  (b) when leave under this section may be taken.	not_statement	not_statement
That benefit is calculated from expected time savings and completing online forms instead of paper forms, which will enable more money to be returned to creditors.	GENERAL	GENERAL
Government new clause 34—Collective redundancy consultation: protected period.	not_statement	not_statement
I have met the Minister for safeguarding and violence against women and girls, my hon<prd> Friend the Member for Birmingham Yardley (Jess Phillips), who is, as the House knows, a dedicated and respected campaigner on those issues.	not_statement	not_statement
Backing our Liberal Democrat amendment to make carer’s leave a paid entitlement would be the right thing to do on a human level and would also support the Government’s growth agenda. For a Government on a mission to spend less while also delivering growth and better living standards, this is a no-brainer. We must do everything we can to help those carers who can and want to work to do so.	GENERAL	WAGES
Just last year, I was able to use existing Home Office budgets to provide the police with a pay increase.	not_statement	not_statement
I think we all know who it is really protecting.	not_statement	not_statement
This amendment proposes that the reference period for offering guaranteed hours to workers previously on a zero-hours contract be 12 weeks.	not_statement	not_statement
Unfortunately for this Government, that is not the spirit of this country or of the party of these Benches.	GENERAL	not_statement
Alan Brown (Kilmarnock and Loudoun) (SNP) If this is all about safety, why is the word “safety” not used once in the Bill or its explanatory notes?	not_statement	not_statement
This Bill should be refused any further consideration, and I urge every Member here tonight to stand against it and vote it down.	GENERAL	not_statement
14:00:00  Before winding up, I will address some other amendments.	not_statement	not_statement
But I do not think we should get into a 1970s spiral, where we end up with higher wage claims and higher wage settlements, with higher wage claims and inflation continuing for ever.	WAGES	WAGES
Most bizarrely, the Bill allows any member of a union to enforce an order from the certification officer rather than the certification officer doing so himself. That is an outrageous outsourcing of justice, enabling private individuals to enforce state orders for their own ends.	EQUAL	GENERAL
”  This new clause would require the Secretary of State to conduct a review of the impact on the employment tribunals of the Bill’s provisions on zero hours workers.	not_statement	not_statement
�Union reps constitute a major resource: there are approximately 2	not_statement	000 workers who act as lay union representatives. We believe that modern representatives have lots to give their fellow employees and to the organisations that employ them.�
“The regulatory system has become burdensome to the point of choking off innovation	 investment and growth.”,GENERAL	 investment and growth”
Despite what some Members assert, the daily business of unions is not taken up with organising industrial action. They represent their members in many ways, ensuring healthy and safe workplaces, delivering learning opportunities and bargaining collectively to ensure that pay keeps pace with the cost of living, the benefits of which are also experienced by non-union members.	STRIKE	GENERAL
There are not a lot of strikes at the moment, but this Bill will provoke more and more.	not_statement	STRIKE
Amendment 321, page 129, line 29, at end insert—  “(5A) In section 162 (Amount of a redundancy payment), in subsection (2), for every reference to “week”, substitute “month”.	not_statement	not_statement
Employers will be required to consult the union on the number of workers to be identified in the work notice and the work to be undertaken, and have regard to the union’s views before issuing that work notice.	not_statement	STRIKE
Exports of goods are now down to the lowest level since 2010. We want co-operation and collaboration to boost productivity, not a recipe for further conflict, but instead we see a Bill that will provoke people on the streets, quite rightly, to stand up for their rights. That will be an ugly affair that we do not want to see.	GENERAL	GENERAL
I welcome the enhancement of the role of the certification officer, and it is again a common-sense reform for officers to be able to act on information or concerns they have received from a third party. In addition, I welcome the fact that they have specific investigatory powers to regulate trade unions in order to make this legislation workable.	GENERAL	GENERAL
It really is important that we hear what the Secretary of State has to say.	not_statement	not_statement
As the Regulatory Policy Committee confirmed for me today, the Government are obliged to publish an impact assessment so that that Committee can inform the House of the impact of legislation proposed by Ministers.	not_statement	not_statement
Amendment 332, in clause 32, page 49, line 40, leave out from “are” to the end of paragraph (b) and insert—  “matters relating to or connected with matters in Section 178(2) of the Trade Union and Labour Relations No.	not_statement	not_statement
Government amendments 86 to 89.	GENERAL	not_statement
19:40:00  Ruth Edwards (Rushcliffe) (Con) That is what we are talking about.	not_statement	not_statement
I for one think we have got the balance right with our support for workers, but also, counter to that, for wealth creators.	WAGES	not_statement
The Bill will only add greater uncertainty to what can and cannot be done and, in my view, is likely to lead to greater politicisation, not less.	GENERAL	GENERAL
”  That is not me speaking but the senior Conservative adviser who developed the policy.	not_statement	not_statement
It is also important that any reference to donations or payments is accurate.	not_statement	not_statement
The measures that the Minister is bringing forward will improve enforcement.	STATUS	WAGES
This Bill is therefore completely unnecessary.	GENERAL	not_statement
There is a close relationship between the Labour party and the trade unions, which is worth hundreds of thousands of pounds to individual Opposition MPs.	not_statement	not_statement
” Safety does not appear anywhere in the Bill.	not_statement	not_statement
At the same time as bringing forward the legislation, the Government are doing all they can to continue the discussions that everybody is calling for to ensure that we get a pay settlement with unions that is affordable for the unions, for the country and for the workers paying for it.	STRIKE	not_statement
We have seen that on our borders; border control is being weakened by strikes.	STRIKE	not_statement
(6) The Secretary of State must, within six months of the commencement of this provision, set out in statutory guidance what “reasonable steps” under subsection (3) should include.	not_statement	not_statement
Amendment 269, page 11, line 24, at end insert—  “(c) the length of the response period which shall not be less than one week.	not_statement	not_statement
The reality is that trade unions are one of the best tools in the struggle for gender equality, and attacks on union rights will damage the struggle for equality in the workplace.	EQUAL	EQUAL
(7) References in subsection (6) to the operation of a service include references to its operation outside the territorial waters of the United Kingdom.	not_statement	not_statement
(8) An employer that employs, or proposes to engage, an individual to carry out work must not represent to the individual that the contract under which the individual is, or would be, engaged by the employer is a contract for services under which the individual performs, or would perform, work as an independent contractor if that is not the case.	not_statement	not_statement
So is this Bill not just covering up his failure to negotiate basic trade union agreements?	STRIKE	not_statement
The fact is that minimum service levels do not stop strikes in Europe.	STRIKE	STRIKE
The tightening up that he proposes is very welcome. When does he think he will set out the detail—[Interruption.] When will he set out the detail of, for example, the period of time that someone must work before being offered a zero-hours contract?	not_statement	WAGES
Many of them operate in the education, retail and hospitality sectors, which rely on flexibility to survive, Lincoln Jopp (Spelthorne) (Con) Gregory Stafford My hon<prd> Friend makes a good point.	STATUS	not_statement
Dan Carden (Liverpool, Walton) (Lab) I declare my interest as a proud trade unionist.	not_statement	not_statement
I have met advocates on that issue and I understand the significant problems that they have highlighted in relation to the misuse of non-disclosure agreements in some circumstances.	not_statement	not_statement
Members: “Consolidation”] Thank you folks.	not_statement	not_statement
As my hon. Friend said, a two-year-old mandate is unlikely to reflect the latest negotiations and would fail to reflect changes in the workforce. To ensure that any industrial action is based on a current mandate from current members, the Bill provides a four-month validity period after a ballot result is announced.	STRIKE	STRIKE
Grant Shapps The International Labour Organisation itself says—I will cover this shortly in my speech—that I support the ILO in saying that; I absolutely agree it is right.	not_statement	not_statement
So why have the Government given only five hours for debate on the Floor of the House?	WAGES	not_statement
Using the powers proposed in the Bill, regulations will set out the specific services within each sector in which a minimum level of service will be applied, they will also set out the levels themselves.	not_statement	STRIKE
Amendment 320, page 129, line 29, at end insert—  “(5A) Omit section 155 (Qualifying period of employment).	not_statement	not_statement
But the Bill is not done with offending principles of natural justice. The cumulative impact of the new proposals would mean that the certification officer was responsible for making a complaint, investigating it, reaching a decision, and setting a punishment.	GENERAL	GENERAL
The Government have tabled a range of amendments in relation to zero-hours measures. These amendments will help ensure that the zero-hours contract reforms work for workers and employers, supporting a culture where secure work and prosperous growth go hand in hand.	STATUS	STATUS
The Government should do the right thing for the country and withdraw it.	STRIKE	not_statement
Currently, the Government have simply indicated that they will review the implementation of carer’s leave and consider whether there is a need to change the current approach. I say to the Government in the strongest possible terms that change is needed and the time is now.	not_statement	WAGES
Diolch yn fawr.	not_statement	not_statement
However, earlier reporting will enable earlier investigation, and the online reporting system allows further information to be submitted in the minority of cases where new information comes to light after three months.	STRIKE	GENERAL
Amendment 288, page 34, line 32, leave out clause 18.	not_statement	not_statement
] What Labour Members do not seem to realise is that what then happened to energy prices caused a crisis that has put up inflation throughout the western world.	STRIKE	not_statement
The Government claim to be pro-growth and pro-business, yet the Bill is precisely the opposite. The Institute of Directors has warned that it will lead to slower growth, deter investment and bury business under an avalanche of unnecessary regulation.	GENERAL	GENERAL
The defence for an employer for failing to protect their staff from third-party harassment is taking all reasonable steps to prevent that harassment from occurring.	not_statement	not_statement
Members are absolutely right to correct me at the Dispatch Box.	not_statement	not_statement
We saw that with the Royal College of Nursing, which maintained a safe level of service.	not_statement	not_statement
What does the definition encompass?	not_statement	not_statement
She says, rightly, that the number of days lost to strikes in the UK is at its lowest for 20 years. It is even more significant than that: we lose fewer days to strike action in the UK today than we did during the second world war. There is no problem here that needs fixing.	STRIKE	STRIKE
We have an opportunity to give carers in employment a fair deal right across the country, while also bolstering our economy.	WAGES	WAGES
There is no doubt that this Government want to end strikes, effectively removing the ultimate backstop on collective bargaining.	not_statement	not_statement
Given the urgent necessity to promote growth, surely the acid test of a Bill such as this is whether it will actually make it more attractive for entrepreneurs to create jobs.	EQUAL	STATUS
”, which said that we must rebalance power between Parliament and the Executive.	STRIKE	not_statement
Angela Rayner I am glad the hon<prd> Gentleman got the crib sheet from the Whips.	not_statement	not_statement
It seems clear that paid carer’s leave helps carers and those they care for, and it is good for our economy.	WAGES	WAGES
27BB Unilateral variation of employment contracts  (1) Any provision in an agreement (whether an employment contract or not) is void in so far as it purports to permit the employer to vary unilaterally one or more terms within an employment contract where the variation is less favourable to the employee that the pre-existing provision.	not_statement	not_statement
Grant Shapps I did not quite follow the hon<prd> Lady’s point on the railways.	not_statement	not_statement
I will take this opportunity to note the amendments tabled by my hon<prd> Friend the Member for Luton North (Sarah Owen).	not_statement	not_statement
it is perfectly proper to have a balance between minimum service levels and people’s right to strike.	STRIKE	STRIKE
Where the decision regarding the matters is that of a person controlling the employer (directly or indirectly), a failure on the part of that person to provide information to the employer shall not constitute special circumstances rendering it not reasonably practicable for the employer to comply with any of those requirements.	not_statement	not_statement
 She is right that strikes should always be a last resort�I think that is the point she is making. If union members wish to take strike action, they will vote for it and meet the proposed thresholds.	STRIKE	STRIKE
The amendments also amend the weekly flat rate to £118<prd>75, as agreed by Parliament as part of its annual uprating exercise.	not_statement	not_statement
(9) Any other arrangement where a child is cared for, and provided with accommodation in their own home—  (a) by a relative of the child, other than—  (i) a parent of the child; or  (ii) a person who is not a parent of the child but who has parental responsibility for the child; and  (b) where the arrangement has lasted, or is intended to last, for at least 28 days (“private family arrangement”).	not_statement	not_statement
We strongly encourage employers to support staff who experience domestic abuse.	not_statement	not_statement
”  This new clause would change the minimum notice period for termination of contract to a day one right, and would increase the notice period to: one month for an employee who has been employed for up to twelve years; and twelve months for an employee who has been employed for over twelve years.	not_statement	not_statement
Government amendments 38 to 50 and 79.	not_statement	not_statement
This is a serious restriction of freedom of association. It is not the same as getting the organiser of a big demonstration to give his name to the police. There is all the difference in the world between 500,000 people clogging up London and half a dozen pickets shivering around a brazier while trying to maintain a strike.	GENERAL	STRIKE
